#Hydration free energy datbase v0.52, 6/11/17.
#Semicolon-delimited text file with fields in the following format:
# compound id (and file prefix); SMILES; iupac name (or alternative if IUPAC is unavailable or not parseable by OEChem); experimental value (kcal/mol); experimental uncertainty (kcal/mol); Mobley group calculated value (GAFF) (kcal/mol); calculated uncertainty (kcal/mol); experimental reference (original or paper this value was taken from); calculated reference; text notes.
mobley_1017962; CCCCCC(=O)OC; methyl hexanoate; -2.49; 0.60; -3.30; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7015518; COC; methoxymethane; -1.91; 0.60; -0.85; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7017274; c1ccc2c(c1)ccc3c2cccc3; phenanthrene; -3.88; 0.60; -5.26; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7039935; c1ccc2c(c1)cccc2O; naphthalen-1-ol; -7.67; 0.60; -7.14; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7047032; CC(C)(C)Cl; 2-chloro-2-methyl-propane; 1.09; 0.60; 0.83; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7066554; c1cc(ccc1O)Cl; 4-chlorophenol; -7.03; 0.60; -5.37; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7099614; C=CCCl; 3-chloroprop-1-ene; -0.57; 0.60; 0.94; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7106722; CCCC(C)C; isohexane; 2.51; 0.60; 2.81; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7142697; CCCCCN; pentan-1-amine; -4.09; 0.60; -2.83; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7150646; c1cc(ccc1Br)Br; 1,4-dibromobenzene; -2.30; 0.60; -1.09; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7157427; CCCCCCCCl; 1-chloroheptane; 0.29; 0.60; 1.47; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7176248; CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]; trifluralin; -3.25; 0.10; -2.02; 0.04; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from trifluralin to 2,6-Dinitro-N,N-dipropyl-4-(trifluoromethyl)aniline for better handling/standardization.  
mobley_7176290; c1cc(cc(c1)O)[N+](=O)[O-]; 3-nitrophenol; -9.62; 0.60; -7.89; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_718988; CCCCCCCN; heptan-1-amine; -3.79; 0.60; -2.55; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7200804; c1ccc(c(c1)O)F; 2-fluorophenol; -5.29; 0.60; -3.35; 0.04; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7203421; CCCCCC(=O)N; hexanamide; -9.31; 0.60; -8.10; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7227357; CCC(CC)O; pentan-3-ol; -4.35; 0.60; -2.79; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7239499; c1ccc2c(c1)Oc3cccc(c3O2)Cl; 1-chlorodibenzo-p-dioxin; -3.52; 0.10; -4.47; 0.04; 10.1007/s10822-012-9568-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7261305; NN; hydrazine; -9.30; 0.60; -6.51; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7295828; COc1ccccc1; anisole; -2.45; 0.60; -2.32; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7298388; Cc1cccc(c1)[N+](=O)[O-]; 1-methyl-3-nitro-benzene; -3.45; 0.60; -3.28; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7326706; CCOP(=S)(OCC)Oc1c(cc(c(n1)Cl)Cl)Cl; chlorpyrifos; -5.04; 0.21; -9.62; 0.05; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7326982; CC(C)O; propan-2-ol; -4.74; 0.60; -3.43; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7360181; COC(C(F)(F)F)(OC)OC; 1,1,1-trifluoro-2,2,2-trimethoxyethane; -0.80; 0.20; -2.32; 0.03; 10.1007/s10822-010-9350-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from trimethyl orthotrifluoroacetate to 1,1,1-trifluoro-2,2,2-trimethoxyethane for better handling/standardization.  
mobley_7364468; CC1=CC(=O)CC(C1)(C)C; 3,5,5-trimethylcyclohex-2-en-1-one; -5.18; 1.37; -4.09; 0.03; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from isophorone to 3,5,5-trimethylcyclohex-2-en-1-one for better handling/standardization.  
mobley_7375018; CCCCCCCCCC(=O)C; undecan-2-one; -2.15; 0.60; -2.20; 0.04; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7378987; Cn1cnc2c1c(=O)n(c(=O)n2C)C; caffeine; -12.64; 0.74; -17.62; 0.04; 10.1007/s10822-010-9350-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7393673; COc1ccc(cc1)C(=O)OC; methyl 4-methoxybenzoate; -5.33; 0.60; -6.46; 0.03; 10.1139/v92-210; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7415647; CN(C)C(=O)c1ccc(cc1)[N+](=O)[O-]; N,N-dimethyl-4-nitro-benzamide; -11.95; 0.60; -10.04; 0.04; 10.1139/v92-210; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7417968; CCOCCOC(=O)C; 2-ethoxyethyl acetate; -5.31; 0.10; -5.75; 0.03; SAMPL4_Guthrie; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7455579; CC(C)COC=O; isobutyl formate; -2.22; 0.60; -3.46; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7463408; CCC(=O)Nc1ccc(c(c1)Cl)Cl; N-(3,4-dichlorophenyl)propanimidic acid; -7.78; 1.93; -9.41; 0.04; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from propanil to N-(3,4-dichlorophenyl)propanimidic acid for better handling/standardization.  
mobley_7463799; c1ccc(cc1)CCCO; 3-phenylpropan-1-ol; -6.92; 0.60; -5.77; 0.04; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7497999; CC(=O)c1ccccc1; 1-phenylethanone; -4.58; 0.60; -5.08; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7532833; CC#N; acetonitrile; -3.88; 0.60; -2.79; 0.02; 10.1021/jp0264477; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7542832; CCCOCCC; 1-propoxypropane; -1.16; 0.60; -0.00; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_755351; COc1cccc(c1)N; 3-methoxyaniline; -7.29; 0.60; -7.20; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7573149; CCCOC(=O)C; propyl acetate; -2.79; 0.60; -3.49; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7578802; C(Br)(Br)Br; bromoform; -2.13; 0.60; -0.53; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7599023; c1ccc(cc1)Br; bromobenzene; -1.46; 0.60; -0.95; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7608435; CCCCCCCC(=O)OC; methyl octanoate; -2.04; 0.60; -3.04; 0.04; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7608462; c1ccc(cc1)Cl; chlorobenzene; -1.12; 0.60; -0.47; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7610437; CC[C@H](C(C)C)O; 2-methylpentan-3-ol; -3.88; 0.60; -2.42; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Renamed mobley_7610437 from 2-methylpentan-3-ol to (3R)-2-methylpentan-3-ol (the name from the 3D structure) since the former did not completely specify stereochemistry.  
mobley_766666; C(=C(Cl)Cl)Cl; 1,1,2-trichloroethylene; -0.44; 0.60; 0.82; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7676709; CC1=CC(=O)[C@@H](CC1)C(C)C; 6-isopropyl-3-methyl-1-cyclohex-2-enone; -4.51; 0.10; -3.83; 0.03; SAMPL4_Guthrie; 10.1021/acs.jced.7b00104; Renamed mobley_7676709 from 6-isopropyl-3-methyl-1-cyclohex-2-enone to (6S)-6-isopropyl-3-methyl-cyclohex-2-en-1-one (the name from the 3D structure) since the former did not completely specify stereochemistry.  
mobley_7688753; c1cc(cc(c1)O)C=O; 3-hydroxybenzaldehyde; -9.52; 1.90; -9.37; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  Experimental value updated 10/22/13 from J. Peter Guthrie's examination of published data. A range of values -7.48 to -9.52 seem possible, but the original experimental data has not yet been located. More work is needed.  
mobley_7690440; CSSC; methyldisulfanylmethane; -1.83; 0.60; -0.09; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7708038; CCCBr; 1-bromopropane; -0.56; 0.60; 0.58; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7732703; C(F)(F)(F)Br; bromo-trifluoro-methane; 1.79; 0.60; 1.56; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7735340; c1cnc[nH]1; imidazole; -9.63; 0.60; -7.97; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7754849; CCOP(=S)(OCC)SCSP(=S)(OCC)OCC; ethion; -6.10; 1.37; -10.64; 0.05; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7758918; CCC(=O)O; propionic acid; -6.46; 0.60; -9.09; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7768165; C(CBr)Cl; 1-bromo-2-chloro-ethane; -1.95; 0.60; -0.80; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7769613; CC(C)(C)Br; 2-bromo-2-methyl-propane; 0.84; 0.60; 0.44; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7774695; CNc1ccccc1; N-methylaniline; -4.69; 0.60; -5.72; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_778352; CC=C(C)C; 2-methylbut-2-ene; 1.31; 0.60; 2.27; 0.02; 10.1021/jp0264477; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7794077; c1c(c(=O)[nH]c(=O)[nH]1)C(F)(F)F; 5-trifluoromethyluracil; -15.46; 0.16; -17.35; 0.03; 10.1007/s10822-010-9350-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7814642; c1cc(c(cc1Cl)Cl)Cl; 1,2,4-trichlorobenzene; -1.12; 0.60; -0.12; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7829570; CCCC[N@](CC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]; N-butyl-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline; -3.51; 1.93; -2.30; 0.05; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from benefin to N-butyl-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline for better handling/standardization.  
mobley_7859387; CCCCCCC=O; heptanal; -2.67; 0.60; -2.70; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7860938; CCCCNCCCC; N-butylbutan-1-amine; -3.24; 0.60; -2.08; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7869158; CC[C@H](C)O[N+](=O)[O-]; [(2S)-butan-2-yl] nitrate; -1.82; 0.10; -1.86; 0.03; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from 2-butyl nitrate to [(2S)-butan-2-yl] nitrate for better handling/standardization.  
mobley_7893124; CC(C)(C)c1ccccc1; tert-butylbenzene; -0.44; 0.60; -0.80; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7912193; CCCCOC(=O)c1ccc(cc1)O; butyl paraben; -8.72; 0.27; -8.77; 0.04; 10.1007/s10822-010-9350-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7913234; CCCCOC[C@H](C)O; 1-butoxy-2-propanol; -5.73; 0.15; -3.89; 0.04; SAMPL4_Guthrie; 10.1021/acs.jced.7b00104; Renamed mobley_7913234 from 1-butoxy-2-propanol to (2S)-1-butoxypropan-2-ol (the name from the 3D structure) since the former did not completely specify stereochemistry.  
mobley_7943327; CCC(=O)OCC; ethyl propanoate; -2.68; 0.60; -3.22; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_7977115; CCC[C@H](CC)O; hexan-3-ol; -4.06; 0.60; -2.58; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Renamed mobley_7977115 from hexan-3-ol to (3S)-hexan-3-ol (the name from the 3D structure) since the former did not completely specify stereochemistry.  
mobley_7983227; CC[C@@H](C)CO; 2-methylbutan-1-ol; -4.42; 0.60; -3.00; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Renamed mobley_7983227 from 2-methylbutan-1-ol to (2R)-2-methylbutan-1-ol (the name from the 3D structure) since the former did not completely specify stereochemistry.  
mobley_7988076; c1cc(ccc1C=O)O; 4-hydroxybenzaldehyde; -8.83; 0.60; -10.05; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8006582; C1CCCC1; cyclopentane; 1.20; 0.60; 1.65; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8011706; CN(C)C=O; N,N-dimethylformamide; -7.81; 0.60; -6.93; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8048190; CC(=O)N; acetamide; -9.71; 0.60; -8.82; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8052240; c1ccc2c(c1)C(=O)c3cccc(c3C2=O)N; 1-amino-9,10-anthracenedione; -9.44; 0.74; -12.21; 0.04; SAMPL4_Guthrie; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8057732; c1cc(cc(c1)Cl)O; 3-chlorophenol; -6.62; 0.60; -5.02; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8117218; C1[C@@H]2[C@H]3[C@@H]([C@H]1[C@H]4[C@@H]2O4)[C@@]5(C(=C([C@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl; endrin; -4.82; 0.10; -5.18; 0.04; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8118832; C=CCO; prop-2-en-1-ol; -5.03; 0.60; -3.29; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8124669; CCc1cccc(c1N(COC)C(=O)CCl)CC; alachlor; -8.21; 0.29; -6.85; 0.05; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8127829; CCc1ccccc1; ethylbenzene; -0.79; 0.60; -0.61; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_819018; CC(=CCC/C(=C/CO)/C)C; (2E)-3,7-dimethylocta-2,6-dien-1-ol; -4.45; 0.24; -2.52; 0.04; SAMPL4_Guthrie; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  IUPAC name standardized in v0.2 to match PubChem.  
mobley_8191186; C(C(F)(F)F)Cl; 2-chloro-1,1,1-trifluoro-ethane; 0.06; 0.60; 0.23; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8207196; CCNc1nc(nc(n1)Cl)NCC; simazine; -10.22; 0.10; -10.91; 0.04; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_820789; CCCC(=O)O; butyric acid; -6.35; 0.60; -9.43; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8208692; c1c(c(c(c(c1Cl)Cl)Cl)Cl)c2c(cc(c(c2Cl)Cl)Cl)Cl; 1,2,3,4-tetrachloro-5-(2,3,4,6-tetrachlorophenyl)benzene; -4.61; 0.25; -0.04; 0.05; 10.1007/s10822-012-9568-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8221999; CCCC#N; butanenitrile; -3.64; 0.60; -2.29; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8260524; CC#C; prop-1-yne; -0.48; 0.60; 0.07; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8311303; c1cc(c(cc1c2c(c(cc(c2Cl)Cl)Cl)Cl)Cl)Cl; 1,2,4,5-tetrachloro-3-(3,4-dichlorophenyl)benzene; -4.38; 0.22; -0.70; 0.04; 10.1007/s10822-012-9568-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8311321; C(F)(F)Cl; chloro-difluoro-methane; -0.50; 0.60; -0.07; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8320545; CC[N+](=O)[O-]; 1-nitroethane; -3.71; 0.60; -1.84; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8337722; C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C; (1R,2S,5R)-2-isopropyl-5-methylcyclohexanol; -3.20; 0.28; -3.35; 0.04; SAMPL4_Guthrie; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8337977; CC(C)CC(=O)C; 4-methylpentan-2-one; -3.05; 0.60; -3.12; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8426916; CCNCC; N-ethylethanamine; -4.07; 0.60; -2.99; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8427539; CCC(=O)N; propionamide; -9.40; 0.20; -8.31; 0.02; 10.1039/P29900000291; 10.1021/acs.jced.7b00104; Experimental uncertainty as suggested by 10.1039/P29900000291 -- 0.2 kcal/mol.  
mobley_8436428; CC(C)CC(C)C; 2,4-dimethylpentane; 2.83; 0.60; 2.76; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8449031; CCN(CC)CC; N,N-diethylethanamine; -3.22; 0.60; -1.96; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8467917; CCCC/C=C/C; hept-2-ene; 1.68; 0.60; 2.78; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Renamed mobley_8467917 from hept-2-ene to (E)-hept-2-ene (the name from the 3D structure) since the former did not completely specify stereochemistry.  
mobley_8492526; CCCCC=O; pentanal; -3.03; 0.60; -2.93; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8514745; CCCCCOC(=O)C; pentyl acetate; -2.51; 0.60; -2.56; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8522124; CCCCCCC#C; oct-1-yne; 0.71; 0.60; 0.83; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8525830; CCCCCI; 1-iodopentane; -0.14; 0.60; -0.11; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_852937; c1cc(ccc1O)F; 4-fluorophenol; -6.19; 0.60; -4.96; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8558116; CN1CCOCC1; 4-methylmorpholine; -6.32; 0.60; -5.77; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8573194; CCCC=O; butanal; -3.18; 0.60; -3.04; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8578590; CS(=O)C; methylsulfinylmethane; -9.28; 0.57; -8.24; 0.02; 10.1080/09593338709384509 and 10.1038/313384a0; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  Updated 10/22/13 using the mean of experimental data from two sources from J. Peter Guthrie --  Watts & Brimblecombe (1987) and Taft & Abraham et al. (1985). Uncertainty taken as the standard deviation across the two datapoints..  
mobley_859464; CC(C)COC(=O)C; isobutyl acetate; -2.36; 0.60; -2.90; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8614858; CCCCCCC; heptane; 2.67; 0.60; 2.92; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8668219; CC[C@@H](C)C(C)C; 2,3-dimethylpentane; 2.52; 0.60; 2.62; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Renamed mobley_8668219 from 2,3-dimethylpentane to (3R)-2,3-dimethylpentane (the name from the 3D structure) since the former did not completely specify stereochemistry.  
mobley_8685905; [C@@H](C(F)(F)F)(F)Br; 2-bromo-1,1,1,2-tetrafluoro-ethane; 0.50; 0.60; 0.23; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Renamed mobley_8685905 from 2-bromo-1,1,1,2-tetrafluoro-ethane to (2R)-2-bromo-1,1,1,2-tetrafluoro-ethane (the name from the 3D structure) since the former did not completely specify stereochemistry.  
mobley_8691603; Cc1cccc(c1)O; m-cresol; -5.49; 0.60; -5.38; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8705848; CC(C)NC(C)C; N-isopropylpropan-2-amine; -3.22; 0.60; -1.99; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8713762; CCCN(CCC)C(=O)SCCC; N,N-dipropyl(propylsulfanyl)formamide; -4.13; 1.36; -4.57; 0.04; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from vernolate to N,N-dipropyl(propylsulfanyl)formamide for better handling/standardization.  
mobley_8723116; c1cc(ccc1N)Cl; 4-chloroaniline; -5.90; 0.60; -5.28; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8739734; CC(C)C(=O)C; 3-methylbutan-2-one; -3.24; 0.60; -3.08; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8746821; Cc1cccnc1C; 2,3-dimethylpyridine; -4.82; 0.60; -3.37; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8754702; CCCOC=O; propyl formate; -2.48; 0.60; -3.70; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8764620; c1cc(cnc1)C#N; pyridine-3-carbonitrile; -6.75; 0.60; -5.58; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8765203; CC(=C)C=C; isoprene; 0.68; 0.60; 1.82; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8772587; CCCCI; 1-iodobutane; -0.25; 0.60; -0.22; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
